org.springframework.cloud.kubernetes.fabric8.config.ConfigMapWithIncludeProfileSpecificSourcesTests.testThree,./spring-cloud-kubernetes-fabric8-config/detection-results/smart-shuffle/round2.json
org.springframework.cloud.kubernetes.fabric8.config.ConfigMapWithIncludeProfileSpecificSourcesTests.testTwo,./spring-cloud-kubernetes-fabric8-config/detection-results/smart-shuffle/round0.json
org.springframework.cloud.kubernetes.fabric8.config.ConfigMapWithPrefixTests.testOne,./spring-cloud-kubernetes-fabric8-config/detection-results/smart-shuffle/round0.json
org.springframework.cloud.kubernetes.fabric8.config.ConfigMapWithPrefixTests.testThree,./spring-cloud-kubernetes-fabric8-config/detection-results/smart-shuffle/round0.json
org.springframework.cloud.kubernetes.fabric8.config.ConfigMapWithPrefixTests.testTwo,./spring-cloud-kubernetes-fabric8-config/detection-results/smart-shuffle/round1.json
org.springframework.cloud.kubernetes.fabric8.config.CoreTest.kubernetesClientConfigBeanShouldBeConfigurableViaSystemProperties,./spring-cloud-kubernetes-fabric8-config/detection-results/random-class/round1.json
org.springframework.cloud.kubernetes.fabric8.config.Fabric8ConfigMapPropertySourceLocatorRetryTests$ConfigFailFastEnabledButRetryDisabled.locateShouldFailWithoutRetrying,./spring-cloud-kubernetes-fabric8-config/detection-results/smart-shuffle/round0.json
org.springframework.cloud.kubernetes.fabric8.config.Fabric8ConfigMapPropertySourceLocatorRetryTests$ConfigRetryDisabledButSecretsRetryEnabled.locateShouldFailWithoutRetrying,./spring-cloud-kubernetes-fabric8-config/detection-results/smart-shuffle/round0.json
org.springframework.cloud.kubernetes.fabric8.config.Fabric8ConfigMapPropertySourceLocatorRetryTests$ConfigRetryEnabled.locateShouldNotRetryWhenThereIsNoFailure,./spring-cloud-kubernetes-fabric8-config/detection-results/random-class/round1.json
org.springframework.cloud.kubernetes.fabric8.config.Fabric8ConfigMapPropertySourceLocatorRetryTests$ConfigRetryEnabled.locateShouldRetryAndFail,./spring-cloud-kubernetes-fabric8-config/detection-results/random/round0.json
