alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,.,com.alibaba.wasp.client.TestAdmin.testCloseEntityGroupWhenServerNameIsEmpty
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,.,com.alibaba.wasp.client.TestAdmin.testEmptyFTable
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,.,com.alibaba.wasp.client.TestAdmin.testGetTableEntityGroups
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,.,com.alibaba.wasp.client.TestAdmin.testSplitUnknownTable
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,.,com.alibaba.wasp.client.TestDataCorrectness.testSelectFromChildTableUsingRandomIndex
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,.,com.alibaba.wasp.client.TestFClientLoadBalance.testExecute
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,.,com.alibaba.wasp.client.TestFromClientSide.testCreateTable
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,.,com.alibaba.wasp.client.TestFromClientSide.testCreateTableAndIndex
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,.,com.alibaba.wasp.client.TestFromClientSide.testLoopCreateDropTable
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,.,com.alibaba.wasp.client.TestFromClientSide.testNormalSql
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,.,com.alibaba.wasp.client.TestFromClientSide.testScanSql
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,.,com.alibaba.wasp.client.TestFromClientSide.testSelectNotUseIndex
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,.,com.alibaba.wasp.client.TestFromClientSide.testSqlExecute
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,fserver,com.alibaba.wasp.fserver.TestEntityGroup.testSplitEntityGroup
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,fserver,com.alibaba.wasp.fserver.TestSplitTransactionOnCluster.testMasterRestartWhenSplittingIsPartial
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,jdbc,com.alibaba.wasp.jdbc.TestJdbcConnectionPool.testConnectionSize
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,jdbc,com.alibaba.wasp.jdbc.TestJdbcConnectionPool.testGetConnection
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,jdbc,com.alibaba.wasp.jdbc.TestJdbcResultSet.testIndexNameSameWithTableName
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,jdbc,com.alibaba.wasp.jdbc.TestPreparedStatement.testInsertQuery
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,master,com.alibaba.wasp.master.TestAssignmentManagerOnCluster.testMoveEntityGroup
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,master,com.alibaba.wasp.master.TestAssignmentManagerOnCluster.testOfflineEntityGroup
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,messagequeue,com.alibaba.wasp.messagequeue.TestPublisher.testPublisher
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,meta,com.alibaba.wasp.meta.TestFMetaStore.testCheckAndInit
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,meta,com.alibaba.wasp.meta.TestFMetaStore.testClean
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,meta,com.alibaba.wasp.meta.TestFMetaStore.testIndex
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,meta,com.alibaba.wasp.meta.TestFMetaStore.testIsTableAvailable
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,meta,com.alibaba.wasp.meta.TestStorageCleanChore.testCleanChore
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,plan,com.alibaba.wasp.plan.execute.TestExecutionEngine.testExecUpdatePlan
